,amo_id,этап_сделки,бюджет,дата_создания_сделки,sale_date,delivery_price,стоимость_доставки,products,price,subtotal,выручка_от_клиента,направление_(вид_сертификата),code,корневая_сделка,номер_2-го_сертификата,номер_3-го_сертификата,номер_4-го_сертификата,номер_5-го_сертификата,сертификат_на_тренера,статус_погашения,card_used_date,стоимость_закупки,id,prefix,number,prefix_V,card_type,design_type,status,sale_price,expiry_date,created_at,updated_at,deleted_at,supplier_payment_date
1546,18985005,Успешно_реализовано,8400.0,2021-06-18 10:46:53,2021-06-21 18:58:00,400.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_000_руб._)_-_1x8000_=_8000,8400.0,8000.0,8400,Флайборд_/_Ховерборд_/_Ранец,MF_60127809,,,,,,,,,,,MF,60127809,MF,paper,design1,,8000.0,,,,,
1548,18985153,Успешно_реализовано,8625.0,2021-06-18 10:54:24,2021-06-21 18:59:00,400.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8400.0,8000.0,8625,Флайборд_/_Ховерборд_/_Ранец,MF_60151170,,,,,,,,,,,MF,60151170,MF,paper,design1,,8000.0,,,,,
1549,18986591,Успешно_реализовано,3000.0,2021-06-18 11:58:38,2021-06-21 18:58:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_299365,,,,,,,,,,,MF,299365,MF,paper,design1,,3000.0,,,,,
1565,19011931,Успешно_реализовано,3400.0,2021-06-20 09:59:33,2021-06-27 11:50:00,400.0,224,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3400.0,3000.0,3400,Флайборд_/_Ховерборд_/_Ранец,MF_20138549,,,,,,,,,,,MF,20138549,MF,paper,design1,,3000.0,,,,,
1572,19020311,Успешно_реализовано,4790.0,2021-06-20 23:09:31,2021-06-27 11:50:00,290.0,298,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4790.0,4500.0,4790,Флайборд_/_Ховерборд_/_Ранец,MF_30119380,,,,,,,,,,,MF,30119380,MF,paper,design1,,4500.0,,,,,
1576,19027147,Успешно_реализовано,3000.0,2021-06-21 11:18:01,2021-06-27 11:51:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_24111,,,,,,,,,,,MF,24111,MF,paper,design1,,3000.0,,,,,
1597,19070903,Успешно_реализовано,4790.0,2021-06-23 12:02:40,2021-06-27 11:51:00,290.0,429,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4790.0,4500.0,4790,Флайборд_/_Ховерборд_/_Ранец,MF_30191613,,,,,,,,,,,MF,30191613,MF,paper,design1,,4500.0,,,,,
1602,19073715,Успешно_реализовано,8000.0,2021-06-23 14:01:03,2021-06-27 11:53:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8000.0,8000.0,8000,Флайборд_/_Ховерборд_/_Ранец,MF_60167785,,,,,,,,,,,MF,60167785,MF,paper,design1,,8000.0,,,,,
1632,19119087,Успешно_реализовано,8000.0,2021-06-26 10:50:02,2021-06-26 21:06:00,0.0,,Подарочный_сертификатна_Ховерборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8000.0,8000.0,8000,Флайборд_/_Ховерборд_/_Ранец,MF_60162129,,,,,,,,,,,MF,60162129,MF,paper,design1,,8000.0,,,,,
1689,19164722,Успешно_реализовано,8290.0,2021-07-01 00:28:02,2021-07-02 16:12:00,290.0,346,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8290.0,8000.0,8290,Флайборд_/_Ховерборд_/_Ранец,MF_60129232,,,,,,,,,,,MF,60129232,MF,paper,design1,,8000.0,,,,,
1697,19172991,Успешно_реализовано,7290.0,2021-07-01 14:39:09,2021-07-03 16:39:00,290.0,,"Подарочный_сертификат_на_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500;_
СЕРТИФИКАТ_НА_ФОТОСЕССИЮ_(Чтобы_запечатлеть_самые_искренние_эмоции)_-_1x2500_=_2500",7290.0,7000.0,7290,Флайборд_/_Ховерборд_/_Ранец,MF_30181469,,PH021,,,,,Погашен,,,,MF,30181469,MF,paper,design1,sold_used,2600.0,,,,,
1726,19186375,Успешно_реализовано,8000.0,2021-07-03 13:47:41,2021-07-03 21:16:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_000_руб._)_-_1x8000_=_8000,8000.0,8000.0,8000,Флайборд_/_Ховерборд_/_Ранец,MF_60189620,,,,,,,,,,,MF,60189620,MF,paper,design1,,8000.0,,,,,
1743,19192963,Успешно_реализовано,8400.0,2021-07-05 01:25:01,2021-07-05 18:25:00,400.0,334,Подарочный_сертификат_на_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8400.0,8000.0,8000,Флайборд_/_Ховерборд_/_Ранец,MF_60167791,,,,,,,,,,,MF,60167791,MF,paper,design1,,8000.0,,,,,
1761,19203059,Успешно_реализовано,3000.0,2021-07-06 11:29:04,2021-07-07 11:56:00,0.0,,Подарочный_сертификат_на_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_2081569,,,,,,,Погашен,,,,MF,2081569,MF,paper,design1,sold_used,3000.0,,,,,
1768,19228869,Успешно_реализовано,3000.0,2021-07-07 10:15:19,2021-07-10 21:23:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20155204,,,,,,,,,,,MF,20155204,MF,paper,design1,,3000.0,,,,,
1779,19233675,Успешно_реализовано,3000.0,2021-07-07 21:58:57,2021-07-11 18:55:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_2053087,,,,,,,,,,,MF,2053087,MF,paper,design1,,3000.0,,,,,
1790,19276433,Успешно_реализовано,8290.0,2021-07-08 16:04:18,2021-07-20 14:39:00,290.0,426,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_000_руб._)_-_1x8000_=_8000,8290.0,8000.0,8290,Флайборд_/_Ховерборд_/_Ранец,MF_60111156,,,,,,,,,,,MF,60111156,MF,paper,design1,,8000.0,,,,,
1826,19301311,Успешно_реализовано,6700.0,2021-07-12 13:58:46,2021-07-20 15:21:00,350.0,851,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_2x3000_=_6000,6350.0,6000.0,6700,Флайборд_/_Ховерборд_/_Ранец,MF_2037963,,MF2014613,,,,,,,,,MF,2037963,MF,paper,design1,,2600.0,,,,,
1832,19303473,Успешно_реализовано,8400.0,2021-07-12 18:50:21,2021-07-13 16:47:00,400.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_000_руб._)_-_1x8000_=_8000,8400.0,8000.0,8400,Флайборд_/_Ховерборд_/_Ранец,MF_60181157,,,,,,,,,,,MF,60181157,MF,paper,design1,,8000.0,,,,,
1850,19316401,Успешно_реализовано,9350.0,2021-07-14 10:41:29,2021-07-20 15:35:00,350.0,422,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_2x4500_=_9000,9350.0,9000.0,9350,Флайборд_/_Ховерборд_/_Ранец,MF_30131777,,MF30130652,,,,,,,,,MF,30131777,MF,paper,design1,,2600.0,,,,,
1880,19333096,Успешно_реализовано,4790.0,2021-07-15 15:00:45,2021-07-20 15:40:00,290.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4790.0,4500.0,4790,Флайборд_/_Ховерборд_/_Ранец,MF_20182973,,MF20121061,,,,,,,,,MF,20182973,MF,paper,design1,,2600.0,,,,,
1884,19334594,Успешно_реализовано,3000.0,2021-07-15 17:13:52,2021-07-17 19:14:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_2039489,,,,,,,,,,,MF,2039489,MF,paper,design1,,3000.0,,,,,
1890,19336310,Успешно_реализовано,4790.0,2021-07-15 23:46:13,2021-07-20 16:00:00,290.0,690,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4790.0,4500.0,4790,Флайборд_/_Ховерборд_/_Ранец,MF_30119647,,,,,,,,,,,MF,30119647,MF,paper,design1,,4500.0,,,,,
1892,19338748,Успешно_реализовано,4900.0,2021-07-16 10:38:44,2021-07-20 16:02:00,400.0,390,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4900.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30198910,,,,,,,,,,,MF,30198910,MF,paper,design1,,4500.0,,,,,
1902,19341716,Успешно_реализовано,3400.0,2021-07-16 15:02:39,2021-07-17 09:20:00,290.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3290.0,3000.0,3400,Флайборд_/_Ховерборд_/_Ранец,MF_20137565,,,,,,,,,,,MF,20137565,MF,paper,design1,,3000.0,,,,,
1910,19347766,Успешно_реализовано,4900.0,2021-07-17 15:09:47,2021-07-21 12:33:00,400.0,309,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4900.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30144821,,,,,,,,,,,MF,30144821,MF,paper,design1,,4500.0,,,,,
1911,19348546,Успешно_реализовано,2900.0,2021-07-17 17:25:56,2021-07-20 16:04:00,200.0,,Подарочный_сертификатна_вейкборд_(Выберите_тип:_20_минут_-_2_900_руб._)_-_1x2900_=_2900,3100.0,2900.0,2900,Вейксёрф_и_вейк_за_катером,MF_2070746,,,,,,,,,,,MF,2070746,MF,paper,design1,,2900.0,,,,,
1916,19352738,Успешно_реализовано,8850.0,2021-07-18 14:41:22,2021-07-18 15:06:00,0.0,259,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_500_руб._)_-_1x8500_=_8500,8500.0,8500.0,8850,Флайборд_/_Ховерборд_/_Ранец,MF_60086419,,,,,,,Погашен,,,,MF,60086419,MF,paper,design1,sold_used,8500.0,,,,,
1934,19364238,Успешно_реализовано,5000.0,2021-07-20 00:01:02,2021-07-25 15:18:00,350.0,698,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4850.0,4500.0,5000,Флайборд_/_Ховерборд_/_Ранец,MF_30130355,,,,,,,,,,,MF,30130355,MF,paper,design1,,4500.0,,,,,
1936,19365260,Успешно_реализовано,4850.0,2021-07-20 08:48:24,2021-07-25 15:19:00,350.0,398,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30159729,,,,,,,,,,,MF,30159729,MF,paper,design1,,4500.0,,,,,
1939,19368144,Успешно_реализовано,3350.0,2021-07-20 12:38:09,2021-07-25 15:19:00,350.0,356,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3350.0,3000.0,3350,Флайборд_/_Ховерборд_/_Ранец,MF_20173291,,,,,,,,,,,MF,20173291,MF,paper,design1,,3000.0,,,,,
1961,19382739,Успешно_реализовано,8290.0,2021-07-21 13:30:39,2021-07-24 19:46:00,290.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8290.0,8000.0,8290,Флайборд_/_Ховерборд_/_Ранец,MF_60179188,,,,,,,Погашен,,,,MF,60179188,MF,paper,design1,sold_used,8000.0,,,,,
1963,19382999,Успешно_реализовано,12290.0,2021-07-21 13:55:06,2021-07-24 19:45:00,290.0,,Подарочный_сертификатна_полёт_на_самолёте_(Выберите_тип:_60_минут_полёта_)_-_1x12000_=_12000,12290.0,12000.0,12000,Авиа_Самолёты,MF_60098656,,,,,,,,,,,MF,60098656,MF,paper,design1,,12000.0,,,,,
1964,19383529,Успешно_реализовано,3000.0,2021-07-21 14:26:58,2021-07-24 19:45:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20195659,,,,,,,,,,,MF,20195659,MF,paper,design1,,3000.0,,,,,
1966,19383709,Успешно_реализовано,5100.0,2021-07-21 14:45:55,2021-07-21 23:15:00,,,,,,5100,Флайборд_/_Ховерборд_/_Ранец,MF_20181764,,MF20141098,,,,,,,,,MF,20181764,MF,paper,design1,,2600.0,,,,,
1984,19397665,Успешно_реализовано,3400.0,2021-07-23 11:58:04,2021-07-25 15:21:00,400.0,426,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3400.0,3000.0,3400,Флайборд_/_Ховерборд_/_Ранец,MF_20161949,,,,,,,,,,,MF,20161949,MF,paper,design1,,3000.0,,,,,
1986,19398127,Успешно_реализовано,4500.0,2021-07-23 12:28:59,2021-07-25 15:16:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30162649,,,,,,,,,,,MF,30162649,MF,paper,design1,,4500.0,,,,,
1996,19401275,Успешно_реализовано,4500.0,2021-07-23 21:00:34,2021-07-24 19:46:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30185585,,,,,,,,,,,MF,30185585,MF,paper,design1,,4500.0,,,,,
1997,19401535,Успешно_реализовано,3000.0,2021-07-23 23:02:45,2021-07-26 14:54:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20191599,,,,,,,,,,,MF,20191599,MF,paper,design1,,3000.0,,,,,
2013,19409435,Успешно_реализовано,4850.0,2021-07-25 14:25:35,2021-07-27 20:08:00,350.0,290,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30158679,,,,,,,,,,,MF,30158679,MF,paper,design1,,4500.0,,,,,
2024,19416223,Успешно_реализовано,17900.0,2021-07-26 12:30:14,2021-07-27 20:06:00,400.0,290,"Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_500_руб._)_-_1x8500_=_8500;_
Подарочный_сертификатна_гидрофойл_(Выберите_тип:_Курс_60_мин._-_9_000_руб._)_-_1x9000_=_9000",17900.0,17500.0,17900,Флайборд_/_Ховерборд_/_Ранец,MF_60133720,,HY60040250,,,,,,,,,MF,60133720,MF,paper,design1,,2600.0,,,,,
2026,19417507,Успешно_реализовано,4500.0,2021-07-26 14:30:30,2021-07-27 20:16:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30179897,,,,,,,,,,,MF,30179897,MF,paper,design1,,4500.0,,,,,
2033,19425781,Успешно_реализовано,9290.0,2021-07-27 15:36:09,2021-08-01 11:54:00,290.0,349,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_2x4500_=_9000,9290.0,9000.0,9290,Флайборд_/_Ховерборд_/_Ранец,MF_30154943,,MF30131878,,,,,,,,,MF,30154943,MF,paper,design1,,2600.0,,,,,
2067,19446424,Успешно_реализовано,4900.0,2021-07-30 07:58:05,2021-07-31 13:04:00,290.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4790.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30115860,,,,,,,Погашен,,,,MF,30115860,MF,paper,design1,sold_used,4500.0,,,,,
2079,19452004,Успешно_реализовано,8290.0,2021-07-30 15:43:07,2021-08-01 11:55:00,290.0,329,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8290.0,8000.0,8290,Флайборд_/_Ховерборд_/_Ранец,MF_60123804,,,,,,,,,,,MF,60123804,MF,paper,design1,,8000.0,,,,,
2085,19453218,Успешно_реализовано,5600.0,2021-07-30 19:11:02,2021-08-01 11:56:00,0.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600,5600.0,5600.0,5600,Аэротруба,AT_6046211,,,,,,,,,,,AT,6046211,AT,paper,design1,,5600.0,,,,,
2128,19509488,Успешно_реализовано,12190.0,2021-08-05 11:42:38,2021-08-07 21:40:00,290.0,,"Подарочный_сертификат_на_Вейкборд_за_катером_(Выберите_тип:_30_минут_)_-_1x3900_=_3900;_
Подарочный_сертификат_на_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000",12190.0,11900.0,12190,Флайборд_/_Ховерборд_/_Ранец,MF_60115589,,WS30131387,,,,,Погашен,,,,MF,60115589,MF,paper,design1,sold_used,2600.0,,,,,
2137,19518591,Успешно_реализовано,4790.0,2021-08-06 12:26:19,2021-08-15 17:08:00,290.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4790.0,4500.0,4790,Флайборд_/_Ховерборд_/_Ранец,MF_30183481,,,,,,,Погашен,,,,MF,30183481,MF,paper,design1,sold_used,4500.0,,,,,
2138,19519523,Успешно_реализовано,4500.0,2021-08-06 13:18:55,2021-08-07 21:40:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30186740,,,,,,,,,,,MF,30186740,MF,paper,design1,,4500.0,,,,,
2163,19538605,Успешно_реализовано,4790.0,2021-08-09 12:59:01,2021-08-13 11:00:00,,380,,,,4790,Флайборд_/_Ховерборд_/_Ранец,MF_30116670,,,,,,,,,,,MF,30116670,MF,paper,design1,,,,,,,
2195,19575839,Успешно_реализовано,9000.0,2021-08-13 16:20:16,2021-08-15 13:32:00,0.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9000.0,9000.0,9000,Аэротруба,AT_10064845,,,,,,,,,,,AT,10064845,AT,paper,design1,,9000.0,,,,,
2211,19591403,Успешно_реализовано,3350.0,2021-08-16 11:09:47,2021-08-20 10:45:00,350.0,400,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3350.0,3000.0,3350,Флайборд_/_Ховерборд_/_Ранец,MF_2095107,,,,,,,,,,,MF,2095107,MF,paper,design1,,3000.0,,,,,
2214,19593463,Успешно_реализовано,4900.0,2021-08-16 14:11:02,2021-08-16 15:39:00,400.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4900.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30129569,,,,,,,,,,,MF,30129569,MF,paper,design1,,4500.0,,,,,
2228,19614544,Успешно_реализовано,8500.0,2021-08-18 14:44:33,2021-08-20 10:47:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_500_руб._)_-_1x8500_=_8500,8500.0,8500.0,8500,Флайборд_/_Ховерборд_/_Ранец,MF_60196803,,,,,,,Погашен,,,,MF,60196803,MF,paper,design1,sold_used,8500.0,,,,,
2240,19635320,Успешно_реализовано,4900.0,2021-08-20 09:41:39,2021-08-20 13:39:00,400.0,430,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4900.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30124084,,,,,,,,,,,MF,30124084,MF,paper,design1,,4500.0,,,,,
2262,19652210,Успешно_реализовано,4900.0,2021-08-22 14:08:08,2021-08-28 12:28:00,350.0,487,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4850.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30130755,,,,,,,,,,,MF,30130755,MF,paper,design1,,4500.0,,,,,
2267,19657698,Успешно_реализовано,3350.0,2021-08-23 10:31:58,2021-08-28 12:30:00,350.0,474,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3350.0,3000.0,3350,Флайборд_/_Ховерборд_/_Ранец,MF_20191424,,,,,,,,,,,MF,20191424,MF,paper,design1,,3000.0,,,,,
2304,19709002,Успешно_реализовано,6000.0,2021-08-29 16:26:50,2021-08-29 17:36:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_2x3000_=_6000,6000.0,6000.0,6000,Флайборд_/_Ховерборд_/_Ранец,MF_20185104,,MF20151211,,,,,Погашен,,,,MF,20185104,MF,paper,design1,sold_used,2600.0,,,,,
2305,19713024,Успешно_реализовано,4850.0,2021-08-30 10:37:03,2021-09-03 09:30:00,350.0,486,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30111999,,,,,,,,,,,MF,30111999,MF,paper,design1,,4500.0,,,,,
2311,19728493,Успешно_реализовано,8500.0,2021-08-31 15:46:59,2021-09-03 09:30:00,0.0,657,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_500_руб._)_-_1x8500_=_8500,8500.0,8500.0,8500,Флайборд_/_Ховерборд_/_Ранец,MF_60041574,,,,,,,,,,,MF,60041574,MF,paper,design1,,8500.0,,,,,
2312,19729905,Успешно_реализовано,3350.0,2021-08-31 19:08:21,2021-09-03 09:30:00,350.0,459,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3350.0,3000.0,3350,Флайборд_/_Ховерборд_/_Ранец,MF_20141281,,,,,,,Погашен,2022-09-08,,,MF,20141281,MF,paper,design1,sold_used,3000.0,,,,,2022-09-08
2313,19744397,Успешно_реализовано,6290.0,2021-09-02 12:38:38,2021-09-04 20:41:00,290.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_2x3000_=_6000,6290.0,6000.0,6090,Флайборд_/_Ховерборд_/_Ранец,MF_20144371,,MF20150993,,,,,Погашен,,,,MF,20144371,MF,paper,design1,sold_used,2600.0,,,,,
2314,19747257,Успешно_реализовано,4790.0,2021-09-02 18:45:10,2021-09-03 13:33:00,290.0,470,Подарочный_сертификат_на_реактивный_ранец_-_1x4350_=_4350,4640.0,4350.0,4790,Флайборд_/_Ховерборд_/_Ранец,MF_30131305,,,,,,,,,,,MF,30131305,MF,paper,design1,,4350.0,,,,,
2363,19902779,Успешно_реализовано,9350.0,2021-09-22 19:36:23,2021-09-23 13:39:00,350.0,339,Подарочный_сертификаnна_полёт_в_аэротрубе_(Выберите_вариант_сертификата:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9350.0,9000.0,9350,Аэротруба,AT_10029208,,,,,,,,,,,AT,10029208,AT,paper,design1,,9000.0,,,,,
2364,19908543,Успешно_реализовано,4500.0,2021-09-23 14:32:03,2021-09-27 10:36:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30157036,,,,,,,,,,,MF,30157036,MF,paper,design1,,4500.0,,,,,
2378,20001843,Успешно_реализовано,4190.0,2021-10-05 19:11:26,2021-10-15 10:32:00,290.0,441,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_4_минуты_полёта_(для_1_человека)_)_-_1x3900_=_3900,4190.0,3900.0,4190,Аэротруба,AT_4039679,,,,,,,,,,,AT,4039679,AT,paper,design1,,3900.0,,,,,
2384,20035415,Успешно_реализовано,4850.0,2021-10-10 11:53:58,2021-10-15 10:31:00,350.0,529,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30182265,,,,,,,,,,,MF,30182265,MF,paper,design1,,4500.0,,,,,
2448,20402703,Успешно_реализовано,4500.0,2021-11-17 22:46:57,2021-11-18 17:40:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30115278,,,,,,,,,,,MF,30115278,MF,paper,design1,,4500.0,,,,,
2517,20631255,Успешно_реализовано,9000.0,2021-12-15 11:57:04,2021-12-16 08:41:00,,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9000.0,9000.0,9000,Аэротруба,AT_10026968,,,,,,,Погашен,,,,AT,10026968,AT,paper,design1,sold_used,9000.0,,,,,
2535,20663519,Успешно_реализовано,19600.0,2021-12-20 08:02:29,2021-12-22 18:23:00,400.0,564,Подарочный_сертификатна_занятие_в_школе_дрифта_(2_часа_инд._занятий_авто_клуба)_-_1x19200_=_19200,19600.0,19200.0,19600,Авто_Дрифт,DRS2H_011227,,,,,,,,,,,DRS2H,011227,DRS2H,paper,design1,,19200.0,,,,,
2538,20669437,Успешно_реализовано,4850.0,2021-12-20 15:54:01,2021-12-22 08:41:00,350.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30193972,,,,,,,Погашен,,,,MF,30193972,MF,paper,design1,sold_used,4500.0,,,,,
2584,20721871,Успешно_реализовано,4500.0,2021-12-24 17:26:55,2021-12-30 12:21:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30197949,,,,,,,,,,,MF,30197949,MF,paper,design1,,4500.0,,,,,
2599,20733477,Успешно_реализовано,10550.0,2021-12-26 14:17:53,2021-12-30 12:20:00,450.0,,"Подарочный_сертификатна_катание_на_электросноуборде_(Выберите_тип:_30_минут_на_одного_(тест-драйв)_)_-_1x4500_=_4500;_
Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600",10550.0,10100.0,10550,Аэротруба,AT_6064303,,ES130_160371,,,,,,,,,AT,6064303,AT,paper,design1,,,,,,,
